Subject,Overall Frequency,Article-de,Article-en,Book-de,Book-en,Conference-de,Conference-en,Report-de,Report-en,Thesis-de,Thesis-en
Restschuldbefreiung,1,0,0,0,0,0,0,0,0,0,1
Rotationsschwingungsspektrum,1,0,0,0,0,0,0,0,0,0,1
Schwingungsspektrum,1,0,0,0,0,0,0,0,0,0,1
Franck-Condon-Prinzip,1,0,0,0,0,0,0,0,0,0,1
Gefülltes Polymer,1,0,0,0,0,0,0,0,0,0,1
Alkaliatom,1,0,0,0,0,0,0,0,0,0,1
Erdalkaliatom,1,0,0,0,0,0,0,0,0,0,1
Spross,1,0,0,0,0,0,0,0,0,0,1
Gasaustausch,1,0,0,0,0,0,0,0,0,0,1
Auftauen,1,0,0,0,0,0,0,0,0,0,1
Schuljahr 5-8,1,0,0,0,0,0,0,0,0,0,1
Betriebliche Berufsbildung,1,0,0,1,0,0,0,0,0,0,0
Studentenwerk,1,0,0,1,0,0,0,0,0,0,0
Realisationsprinzip,1,0,0,0,0,0,0,0,0,0,1
Cadmiumoxid,1,0,0,0,0,0,0,0,0,0,1
Periodische Randbedingung,1,0,0,0,0,0,0,0,0,0,1
Malaria tropica,1,0,0,0,0,0,0,0,0,0,1
Richterliches Prüfungsrecht,1,0,0,0,0,0,0,0,0,0,1
Wigner-Operator,1,0,0,0,0,0,0,0,0,0,1
Halbordnung,1,0,0,0,0,0,0,0,0,0,1
Quark-Parton-Modell,1,0,0,0,0,0,0,0,0,0,1
Vertriebsingenieur,1,0,0,1,0,0,0,0,0,0,0
Aufwandsentschädigung,1,0,0,1,0,0,0,0,0,0,0
Persönlichkeitskonstrukt,1,0,0,1,0,0,0,0,0,0,0
Wahlfeststellung,1,0,0,1,0,0,0,0,0,0,0
Lastaufnahmemittel,1,0,0,1,0,0,0,0,0,0,0
Seiltrieb,1,0,0,1,0,0,0,0,0,0,0
Periodische Abbildung,1,0,0,0,1,0,0,0,0,0,0
Symplektischer Raum,1,0,0,0,1,0,0,0,0,0,0
Goldstone-Theorem,1,0,0,0,1,0,0,0,0,0,0
Ultrametrischer Raum,1,0,0,0,1,0,0,0,0,0,0
Prädiktor,1,0,0,0,1,0,0,0,0,0,0
Catalan-Zahlen,1,0,0,0,1,0,0,0,0,0,0
Semantisches Gedächtnis,1,0,0,0,0,0,0,0,0,0,1
Teilbetrieb,1,0,0,0,0,0,0,0,0,0,1
Carboxylasen,1,0,0,0,0,0,0,0,0,0,1
Superauswahlregel,1,0,0,0,0,0,0,0,0,0,1
Absatzmethode,1,0,0,0,1,0,0,0,0,0,0
Visio 2013,1,0,0,0,1,0,0,0,0,0,0
Apache Maven,1,0,0,0,1,0,0,0,0,0,0
User group,1,0,0,0,1,0,0,0,0,0,0
GIMP,1,0,0,0,1,0,0,0,0,0,0
Vim,1,0,0,0,1,0,0,0,0,0,0
Stetigförderer,1,0,0,1,0,0,0,0,0,0,0
Linearer Code,1,0,0,1,0,0,0,0,0,0,0
Mechanische Welle,1,0,0,1,0,0,0,0,0,0,0
Android 6.0,1,0,0,0,1,0,0,0,0,0,0
e Zahl,1,0,0,0,1,0,0,0,0,0,0
Core Data,1,0,0,0,1,0,0,0,0,0,0
Dauermagnetwerkstoff,1,0,0,0,1,0,0,0,0,0,0
Seltenerdmetalllegierung,1,0,0,0,1,0,0,0,0,0,0
Nichtlineare Elektrodynamik,1,0,0,0,1,0,0,0,0,0,0
Selbsterregte Schwingung,1,0,0,0,1,0,0,0,0,0,0
Schaltgerät,1,0,0,1,0,0,0,0,0,0,0
Angewandte Meteorologie,1,0,0,1,0,0,0,0,0,0,0
Bodennahe Luftschicht,1,0,0,1,0,0,0,0,0,0,0
Bodennaher Wind,1,0,0,1,0,0,0,0,0,0,0
Gravitationsströmung,1,0,0,0,1,0,0,0,0,0,0
Blauer Nachzügler,1,0,0,0,1,0,0,0,0,0,0
Roter Riese,1,0,0,0,1,0,0,0,0,0,0
Zeta-Aurigae-Stern,1,0,0,0,1,0,0,0,0,0,0
Diamine,1,0,0,0,1,0,0,0,0,0,0
Quadratischer Rest,1,0,0,0,1,0,0,0,0,0,0
Flussschlauchbewegung,1,0,0,0,1,0,0,0,0,0,0
CMS,1,0,0,0,1,0,0,0,0,0,0
Newton-ähnliches Verfahren,1,0,0,0,1,0,0,0,0,0,0
Neo4j 2.0,1,0,0,0,1,0,0,0,0,0,0
Sketch Programm,1,0,0,0,1,0,0,0,0,0,0
Router,1,0,0,0,1,0,0,0,0,0,0
Kohlenstoff-Wasserstoff-Bindung,1,0,0,0,1,0,0,0,0,0,0
Teezeremonie,1,0,0,0,1,0,0,0,0,0,0
Währungsoption,1,0,0,0,1,0,0,0,0,0,0
Kursrisiko,1,0,0,0,1,0,0,0,0,0,0
Wahlverfahren,1,0,0,1,0,0,0,0,0,0,0
Verhältniswahl,1,0,0,1,0,0,0,0,0,0,0
SAP Manufacturing Integration and Intelligence,1,0,0,0,1,0,0,0,0,0,0
ECMAScript 2015,1,0,0,0,1,0,0,0,0,0,0
Turing-System,1,0,0,0,1,0,0,0,0,0,0
Regenbogen,1,0,0,0,1,0,0,0,0,0,0
Gewichtung,1,0,0,0,1,0,0,0,0,0,0
Korrelationskoeffizient,1,0,0,0,1,0,0,0,0,0,0
Wärmeleitungskern,1,0,0,0,1,0,0,0,0,0,0
Hierarchische Matrix,1,0,0,0,1,0,0,0,0,0,0
Wärmequelle,1,0,0,1,0,0,0,0,0,0,0
Kontaktwerkstoff,1,0,0,1,0,0,0,0,0,0,0
Gruppenrichtlinien,1,0,0,0,1,0,0,0,0,0,0
Anharmonischer Oszillator,1,0,0,0,1,0,0,0,0,0,0
Anorganischer Festkörper,1,0,0,0,1,0,0,0,0,0,0
Künstlerische Technik,1,0,0,0,1,0,0,0,0,0,0
Werbewirkungsforschung,1,0,0,0,1,0,0,0,0,0,0
Neutronentransport,1,0,0,0,1,0,0,0,0,0,0
Flügel Zoologie,1,0,0,0,1,0,0,0,0,0,0
Entwicklungsgenetik,1,0,0,0,1,0,0,0,0,0,0
Kultstätte,1,0,0,0,1,0,0,0,0,0,0
Prandtl-Schicht,1,0,0,1,0,0,0,0,0,0,0
Weltmusik,1,0,0,1,0,0,0,0,0,0,0
Studienbrief,1,0,0,1,0,0,0,0,0,0,0
Schultag,1,0,0,1,0,0,0,0,0,0,0
Iod,1,0,0,0,1,0,0,0,0,0,0
GAU Technik,1,0,0,0,1,0,0,0,0,0,0
Reaktionsfähigkeit,1,0,0,0,1,0,0,0,0,0,0
Erziehungsstilforschung,1,0,0,1,0,0,0,0,0,0,0
Konstellationsanalyse,1,0,0,1,0,0,0,0,0,0,0
Grüne Welle,1,0,0,1,0,0,0,0,0,0,0
Nanokristalline Keramik,1,0,0,0,1,0,0,0,0,0,0
Fester Zins,1,0,0,0,1,0,0,0,0,0,0
ERLANG,1,0,0,0,1,0,0,0,0,0,0
Kursprognose,1,0,0,1,0,0,0,0,0,0,0
Psychiatrische Behandlung,1,0,0,1,0,0,0,0,0,0,0
Zwangseinweisung,1,0,0,1,0,0,0,0,0,0,0
Jugend 16-18 Jahre,1,0,0,1,0,0,0,0,0,0,0
Hausbank,1,0,0,1,0,0,0,0,0,0,0
Stickstoffgruppe,1,0,0,1,0,0,0,0,0,0,0
Wetterbeeinflussung,1,0,0,1,0,0,0,0,0,0,0
Gastarget,1,0,0,0,1,0,0,0,0,0,0
Plasmatarget,1,0,0,0,1,0,0,0,0,0,0
Schwerionenstrahl,1,0,0,0,1,0,0,0,0,0,0
Proendlicher Raum,1,0,0,0,1,0,0,0,0,0,0
Privatsammlung,1,0,0,1,0,0,0,0,0,0,0
Achte Nebengruppe,1,0,0,1,0,0,0,0,0,0,0
Platzverweisung,1,0,0,1,0,0,0,0,0,0,0
Markierte Verbindungen,1,0,0,0,1,0,0,0,0,0,0
Züchtung,1,0,0,0,1,0,0,0,0,0,0
Netbeans,1,0,0,0,1,0,0,0,0,0,0
Switch Kommunikationstechnik,1,0,0,0,1,0,0,0,0,0,0
Scribus,1,0,0,0,1,0,0,0,0,0,0
Funktionalungleichung,1,0,0,0,1,0,0,0,0,0,0
Google Tag Manager,1,0,0,0,1,0,0,0,0,0,0
Itô-Prozess,1,0,0,0,1,0,0,0,0,0,0
Spezielle Mineralogie,1,0,0,1,0,0,0,0,0,0,0
Steine und Erden,1,0,0,1,0,0,0,0,0,0,0
Nichtverstehen,1,0,0,1,0,0,0,0,0,0,0
Güteverfahren,1,0,0,1,0,0,0,0,0,0,0
Verstärkerröhre,1,0,0,1,0,0,0,0,0,0,0
Verkehrsbetrieb,1,0,0,1,0,0,0,0,0,0,0
Scilab,1,0,0,1,0,0,0,0,0,0,0
Laplace-Verteilung,1,0,0,0,1,0,0,0,0,0,0
C-XSC,1,0,0,0,1,0,0,0,0,0,0
Maple 8,1,0,0,0,1,0,0,0,0,0,0
Algebraischer Körper,1,0,0,0,1,0,0,0,0,0,0
Transfinite Zahl,1,0,0,0,1,0,0,0,0,0,0
Spezielle unitäre Gruppe,1,0,0,0,1,0,0,0,0,0,0
MuPAD,1,0,0,0,1,0,0,0,0,0,0
Klagelied,1,0,0,0,1,0,0,0,0,0,0
Redis,1,0,0,0,1,0,0,0,0,0,0
WebSocket,1,0,0,0,1,0,0,0,0,0,0
Kinect,1,0,0,0,1,0,0,0,0,0,0
Zeitabhängige Schrödinger-Gleichung,1,0,0,0,1,0,0,0,0,0,0
Historische Erzählung,1,0,0,0,1,0,0,0,0,0,0
MATLAB 5.0,1,0,0,0,1,0,0,0,0,0,0
Statistiker,1,0,0,0,1,0,0,0,0,0,0
Studentenzahl,1,0,0,1,0,0,0,0,0,0,0
Prozess Informatik,1,0,0,1,0,0,0,0,0,0,0
Bezirksverwaltung,1,0,0,1,0,0,0,0,0,0,0
Bedeckung Astronomie,1,0,0,0,1,0,0,0,0,0,0
Mondfinsternis,1,0,0,0,1,0,0,0,0,0,0
Heiliger Gegenstand,1,0,0,0,1,0,0,0,0,0,0
Kannada,1,0,0,0,1,0,0,0,0,0,0
Laienmedizin,1,0,0,0,1,0,0,0,0,0,0
Flüssigkristall-Farbstoff-System,1,0,0,0,1,0,0,0,0,0,0
Charge-transfer-Komplexe,1,0,0,0,1,0,0,0,0,0,0
Windows 10 IoT Core,1,0,0,0,1,0,0,0,0,0,0
Orakel Informatik,1,0,0,0,1,0,0,0,0,0,0
Trainingsmethode,1,0,0,1,0,0,0,0,0,0,0
Retoure,1,0,0,1,0,0,0,0,0,0,0
Zahnstatus,1,0,0,0,1,0,0,0,0,0,0
Flussschlauchverankerung,1,0,0,0,1,0,0,0,0,0,0
Bremsstrahlung,1,0,0,0,1,0,0,0,0,0,0
Polarisiertes Target,1,0,0,0,1,0,0,0,0,0,0
Bodenwasserstrom,1,0,0,0,1,0,0,0,0,0,0
Elektronischer Rechtsverkehr,1,0,0,1,0,0,0,0,0,0,0
Behindertengerechte Arbeitsgestaltung,1,0,0,1,0,0,0,0,0,0,0
Altbatterie,1,0,0,1,0,0,0,0,0,0,0
Verallgemeinerte analytische Funktion,1,0,0,0,1,0,0,0,0,0,0
MacMath 9.0,1,0,0,0,1,0,0,0,0,0,0
PASCAL-XSC,1,0,0,0,1,0,0,0,0,0,0
Ikosaeder,1,0,0,0,1,0,0,0,0,0,0
Komplexe Approximation,1,0,0,0,1,0,0,0,0,0,0
Harmonische Spline-Funktion,1,0,0,0,1,0,0,0,0,0,0
ITSM,1,0,0,0,1,0,0,0,0,0,0
ITSM für WINDOWS,1,0,0,0,1,0,0,0,0,0,0
Java Swing,1,0,0,1,0,0,0,0,0,0,0
Frobenius-Algebra,1,0,0,0,1,0,0,0,0,0,0
Modulkategorie,1,0,0,0,1,0,0,0,0,0,0
Separable Algebra,1,0,0,0,1,0,0,0,0,0,0
Amenabilitätstheorie,1,0,0,0,1,0,0,0,0,0,0
Divisor,1,0,0,0,1,0,0,0,0,0,0
Loeb-Maß,1,0,0,0,1,0,0,0,0,0,0
Beschränkter Operator,1,0,0,0,1,0,0,0,0,0,0
Plateau-Problem,1,0,0,0,1,0,0,0,0,0,0
Frachtzentrum,1,0,0,1,0,0,0,0,0,0,0
Joomla! 3.0,1,0,0,1,0,0,0,0,0,0,0
dsPIC,1,0,0,1,0,0,0,0,0,0,0
Wohnungsbaugenossenschaft,1,0,0,1,0,0,0,0,0,0,0
Wohnungsbedarf,1,0,0,1,0,0,0,0,0,0,0
Zweite Nebengruppe,1,0,0,1,0,0,0,0,0,0,0
Rotwelsch,1,0,0,1,0,0,0,0,0,0,0
Differentialraum,1,0,0,0,1,0,0,0,0,0,0
Cremona-Transformation,1,0,0,0,1,0,0,0,0,0,0
Sportpublizistik,1,0,0,1,0,0,0,0,0,0,0
Förderkette,1,0,0,1,0,0,0,0,0,0,0
Kettenrad,1,0,0,1,0,0,0,0,0,0,0
Sonnenbeobachtung,1,0,0,0,1,0,0,0,0,0,0
Sehrinde,1,0,0,0,1,0,0,0,0,0,0
Physik Motiv,1,0,0,0,1,0,0,0,0,0,0
Arzneimittelstabilität,1,0,0,0,1,0,0,0,0,0,0
Molekulare Erkennung,1,0,0,0,1,0,0,0,0,0,0
Input-Output-Modell,1,0,0,0,1,0,0,0,0,0,0
Finsternis,1,0,0,1,0,0,0,0,0,0,0
Farbfernsehsystem,1,0,0,1,0,0,0,0,0,0,0
SECAM,1,0,0,1,0,0,0,0,0,0,0
Elektrotechniker,1,0,0,1,0,0,0,0,0,0,0
XDEV 4,1,0,0,1,0,0,0,0,0,0,0
Koffein,1,0,0,0,1,0,0,0,0,0,0
Kernstrahlung,1,0,0,0,1,0,0,0,0,0,0
Abel-Preis,1,0,0,0,1,0,0,0,0,0,0
Vitamin-B-Gruppe,1,0,0,0,1,0,0,0,0,0,0
Folate,1,0,0,0,1,0,0,0,0,0,0
Rohstoffverarbeitung,1,0,0,1,0,0,0,0,0,0,0
Lyrisches Ich,1,0,0,1,0,0,0,0,0,0,0
Pathos,1,0,0,1,0,0,0,0,0,0,0
Schuldschein,1,0,0,1,0,0,0,0,0,0,0
Bildungsbedarf,1,0,0,1,0,0,0,0,0,0,0
Systemhaus,1,0,0,1,0,0,0,0,0,0,0
Grundstücksveräußerung,1,0,0,1,0,0,0,0,0,0,0
Bodenschutzrecht,1,0,0,1,0,0,0,0,0,0,0
Zermelo-Fraenkel-Axiome,1,0,0,0,1,0,0,0,0,0,0
Abelsches Gruppenschema,1,0,0,0,1,0,0,0,0,0,0
Barsotti-Tate-Gruppe,1,0,0,0,1,0,0,0,0,0,0
Schur-Multiplikator,1,0,0,0,1,0,0,0,0,0,0
Gruppenerweiterung,1,0,0,0,1,0,0,0,0,0,0
Subnormaler Operator,1,0,0,0,1,0,0,0,0,0,0
Banach-Stone-Theorem,1,0,0,0,1,0,0,0,0,0,0
M-Struktur,1,0,0,0,1,0,0,0,0,0,0
Tieftemperaturchemie,1,0,0,0,1,0,0,0,0,0,0
NX10,1,0,0,1,0,0,0,0,0,0,0
Verkaufsschulung,1,0,0,1,0,0,0,0,0,0,0
Jacobi-Verfahren,1,0,0,0,1,0,0,0,0,0,0
Schur-Untergruppe,1,0,0,0,1,0,0,0,0,0,0
Seifert-Mannigfaltigkeit,1,0,0,0,1,0,0,0,0,0,0
Quotientenring,1,0,0,0,1,0,0,0,0,0,0
Tauber-Sätze Zahlentheorie,1,0,0,0,1,0,0,0,0,0,0
Ausführungsplanung,1,0,0,1,0,0,0,0,0,0,0
PAL,1,0,0,1,0,0,0,0,0,0,0
Fernsehnorm,1,0,0,1,0,0,0,0,0,0,0
Harish-Chandra-C-Funktion,1,0,0,0,1,0,0,0,0,0,0
Analytische Kapazität,1,0,0,0,1,0,0,0,0,0,0
Hausdorff-Maß,1,0,0,0,1,0,0,0,0,0,0
Pontrjagin-Klasse,1,0,0,0,1,0,0,0,0,0,0
Tertiär,1,0,0,1,0,0,0,0,0,0,0
Landschaftskunde,1,0,0,1,0,0,0,0,0,0,0
Paläogeomorphologie,1,0,0,1,0,0,0,0,0,0,0
Antiphlogistikum,1,0,0,0,1,0,0,0,0,0,0
Hyperbolische Verteilung,1,0,0,0,1,0,0,0,0,0,0
Strahlungsmessung,1,0,0,0,1,0,0,0,0,0,0
Weltraumbeobachtung,1,0,0,0,1,0,0,0,0,0,0
Heißprägen,1,0,0,0,1,0,0,0,0,0,0
Potenzialfeld,1,0,0,0,1,0,0,0,0,0,0
p-adische Divisionsalgebra,1,0,0,0,1,0,0,0,0,0,0
Gauß-Summe,1,0,0,0,1,0,0,0,0,0,0
Cauchy-Integral,1,0,0,0,1,0,0,0,0,0,0
Intervallanalyse,1,0,0,0,1,0,0,0,0,0,0
Elastodynamik,1,0,0,0,1,0,0,0,0,0,0
Debye-Abschirmung,1,0,0,0,1,0,0,0,0,0,0
Virtuelles Photon,1,0,0,0,1,0,0,0,0,0,0
Phantom Medizin,1,0,0,0,1,0,0,0,0,0,0
Nebelkammer,1,0,0,0,1,0,0,0,0,0,0
Teilchenspur,1,0,0,0,1,0,0,0,0,0,0
Gamma-Konvergenz,1,0,0,0,1,0,0,0,0,0,0
Telegrafenprozess,1,0,0,0,1,0,0,0,0,0,0
Bottom-up-Prinzip,1,0,0,1,0,0,0,0,0,0,0
Gesetz der großen Zahlen,1,0,0,0,1,0,0,0,0,0,0
Konjugiertenklasse,1,0,0,0,1,0,0,0,0,0,0
Halbverband,1,0,0,0,1,0,0,0,0,0,0
Vektorwertiges Maß,1,0,0,0,1,0,0,0,0,0,0
Algebraische Funktion,1,0,0,0,1,0,0,0,0,0,0
Trägheitskraft,1,0,0,0,1,0,0,0,0,0,0
Partialsumme,1,0,0,0,1,0,0,0,0,0,0
Unlösbarkeit,1,0,0,0,1,0,0,0,0,0,0
Elliptischer Pseudodifferentialoperator,1,0,0,0,1,0,0,0,0,0,0
Impuls,1,0,0,0,1,0,0,0,0,0,0
Filtrierter Ring,1,0,0,0,1,0,0,0,0,0,0
Porlinge,1,0,0,1,0,0,0,0,0,0,0
Qualitätskennzahl,1,0,0,1,0,0,0,0,0,0,0
Sachkunde,1,0,0,1,0,0,0,0,0,0,0
Deprofessionalisierung,1,0,0,1,0,0,0,0,0,0,0
Quadratische Gleichung,1,0,0,1,0,0,0,0,0,0,0
Topologischer Ring,1,0,0,0,1,0,0,0,0,0,0
Kette Mathematik,1,0,0,0,1,0,0,0,0,0,0
Gruppenschema,1,0,0,0,1,0,0,0,0,0,0
Kategorielle Logik,1,0,0,0,1,0,0,0,0,0,0
Freistellung,1,0,0,1,0,0,0,0,0,0,0
Bruch Mathematik,1,0,0,1,0,0,0,0,0,0,0
Artinsche Vermutung,1,0,0,0,1,0,0,0,0,0,0
Linearform,1,0,0,0,1,0,0,0,0,0,0
Extrapolation,1,0,0,0,1,0,0,0,0,0,0
Fehlerschranke,1,0,0,0,1,0,0,0,0,0,0
Unterschema,1,0,0,0,1,0,0,0,0,0,0
Regularisierte Reihe,1,0,0,0,1,0,0,0,0,0,0
Regularisiertes Produkt,1,0,0,0,1,0,0,0,0,0,0
Quasireguläre Abbildung,1,0,0,0,1,0,0,0,0,0,0
Optimale periodische Kontrolle,1,0,0,0,1,0,0,0,0,0,0
Zweiparameter-Martingal,1,0,0,0,1,0,0,0,0,0,0
Quadratische Variation,1,0,0,0,1,0,0,0,0,0,0
Transzendenzgrad,1,0,0,0,1,0,0,0,0,0,0
Vertauschbarer Operator,1,0,0,0,1,0,0,0,0,0,0
Saint-Venantsches Prinzip,1,0,0,0,1,0,0,0,0,0,0
Nash-Mannigfaltigkeit,1,0,0,0,1,0,0,0,0,0,0
Selberg-Zetafunktion,1,0,0,0,1,0,0,0,0,0,0
Asymptotisches Martingal,1,0,0,0,1,0,0,0,0,0,0
Haar-Raum,1,0,0,0,1,0,0,0,0,0,0
Čebyšev-Funktionensystem,1,0,0,0,1,0,0,0,0,0,0
Fastperiodische Differentialgleichung,1,0,0,0,1,0,0,0,0,0,0
Finsler-Metrik,1,0,0,0,1,0,0,0,0,0,0
Visual Studio 2012,1,0,0,1,0,0,0,0,0,0,0
Common Sense,1,0,0,1,0,0,0,0,0,0,0
Abwärme,1,0,0,1,0,0,0,0,0,0,0
Hüttensand,1,0,0,1,0,0,0,0,0,0,0
Intracavity-Spektroskopie,1,0,0,0,1,0,0,0,0,0,0
Cavity-Enhanced-Absorptionsspektroskopie,1,0,0,0,1,0,0,0,0,0,0
Niederdimensionaler Festkörper,1,0,0,0,1,0,0,0,0,0,0
Logikspiel,1,0,0,0,1,0,0,0,0,0,0
Gefangenendilemma,1,0,0,0,1,0,0,0,0,0,0
Orrery,1,0,0,0,1,0,0,0,0,0,0
Newsletter,1,0,0,1,0,0,0,0,0,0,0
Irreguläre Singularität,1,0,0,0,1,0,0,0,0,0,0
Pfaff-Gleichung,1,0,0,0,1,0,0,0,0,0,0
Integrierbarer Zusammenhang,1,0,0,0,1,0,0,0,0,0,0
Ingenieurholzbau,1,0,0,1,0,0,0,0,0,0,0
Gewaltmonopol,1,0,0,1,0,0,0,0,0,0,0
Sachzwang,1,0,0,1,0,0,0,0,0,0,0
Zeitmesser,1,0,0,0,1,0,0,0,0,0,0
Bergman-Metrik,1,0,0,0,1,0,0,0,0,0,0
Intel,1,0,0,0,1,0,0,0,0,0,0
Waage,1,0,0,0,1,0,0,0,0,0,0
Flammfeste Ausrüstung,1,0,0,0,1,0,0,0,0,0,0
Integrierbare partielle Differentialgleichung,1,0,0,0,1,0,0,0,0,0,0
Responsivität,1,0,0,1,0,0,0,0,0,0,0
Kompakte semitopologische Halbgruppe,1,0,0,0,1,0,0,0,0,0,0
Betragsraum,1,0,0,0,1,0,0,0,0,0,0
Mehrschrittverfahren,1,0,0,0,1,0,0,0,0,0,0
Harmonischer Raum,1,0,0,0,1,0,0,0,0,0,0
Determinantenring,1,0,0,0,1,0,0,0,0,0,0
Abzähltheorie,1,0,0,0,1,0,0,0,0,0,0
Boolesche Garbe,1,0,0,0,1,0,0,0,0,0,0
Einfache algebraische Gruppe,1,0,0,0,1,0,0,0,0,0,0
Bitopologischer Raum,1,0,0,0,1,0,0,0,0,0,0
Feine Topologie,1,0,0,0,1,0,0,0,0,0,0
Projektiver Hjelmslev-Raum,1,0,0,0,1,0,0,0,0,0,0
Bewerteter Schiefkörper,1,0,0,0,1,0,0,0,0,0,0
Abmahnung,1,0,0,1,0,0,0,0,0,0,0
Stadtgesellschaft,1,0,0,1,0,0,0,0,0,0,0
Gewichtete Energiemethode,1,0,0,0,1,0,0,0,0,0,0
Energiemethode,1,0,0,0,1,0,0,0,0,0,0
Singulärer Differentialoperator,1,0,0,0,1,0,0,0,0,0,0
Singulärer gewöhnlicher Differentialoperator,1,0,0,0,1,0,0,0,0,0,0
Konjugationsklasse,1,0,0,0,1,0,0,0,0,0,0
Stichprobeninventur,1,0,0,1,0,0,0,0,0,0,0
Peer Review,1,0,0,1,0,0,0,0,0,0,0
Verdampfungsgleichgewicht,1,0,0,1,0,0,0,0,0,0,0
Dampfdruck,1,0,0,1,0,0,0,0,0,0,0
Größencharakter,1,0,0,0,1,0,0,0,0,0,0
Einfache Homotopietheorie,1,0,0,0,1,0,0,0,0,0,0
Extremale,1,0,0,0,1,0,0,0,0,0,0
Nilpotente Gruppe,1,0,0,0,1,0,0,0,0,0,0
Golderz,1,0,0,0,1,0,0,0,0,0,0
Formale Gruppe,1,0,0,0,1,0,0,0,0,0,0
Polynomiale Abbildung,1,0,0,0,1,0,0,0,0,0,0
Stellenalgebra,1,0,0,0,1,0,0,0,0,0,0
Kodaira-Spencer-Abbildung,1,0,0,0,1,0,0,0,0,0,0
Wahrscheinlichkeitsintegral,1,0,0,0,1,0,0,0,0,0,0
Injektive Auswahlfunktion,1,0,0,0,1,0,0,0,0,0,0
Damek-Ricci-Raum,1,0,0,0,1,0,0,0,0,0,0
Howe-Vermutung,1,0,0,0,1,0,0,0,0,0,0
Metaplektische Darstellung,1,0,0,0,1,0,0,0,0,0,0
Kinderuniversität,1,0,0,1,0,0,0,0,0,0,0
Mechanisierung,1,0,0,1,0,0,0,0,0,0,0
Schmelzlöten,1,0,0,1,0,0,0,0,0,0,0
Beauftragter,1,0,0,1,0,0,0,0,0,0,0
Zuwendung,1,0,0,1,0,0,0,0,0,0,0
Historische Semantik,1,0,0,1,0,0,0,0,0,0,0
Kopplung Physik,1,0,0,0,1,0,0,0,0,0,0
Artinscher Ring,1,0,0,0,1,0,0,0,0,0,0
Konditionszahl,1,0,0,0,1,0,0,0,0,0,0
Homogenes Polynom,1,0,0,0,1,0,0,0,0,0,0
Paradigmatische Relation,1,0,0,0,1,0,0,0,0,0,0
p-adische Modulform,1,0,0,0,1,0,0,0,0,0,0
Umsatzsteigerung,1,0,0,1,0,0,0,0,0,0,0
Reflektivität,1,0,0,1,0,0,0,0,0,0,0
Klein-Flasche,1,0,0,0,1,0,0,0,0,0,0
Gewichteter Hardy-Raum,1,0,0,0,1,0,0,0,0,0,0
Kommutativer kohärenter Ring,1,0,0,0,1,0,0,0,0,0,0
Schwach semialgebraischer Raum,1,0,0,0,1,0,0,0,0,0,0
PL-Topologie,1,0,0,0,1,0,0,0,0,0,0
Tsirelson-Raum,1,0,0,0,1,0,0,0,0,0,0
Berufsgruppe,1,0,0,1,0,0,0,0,0,0,0
Mercedes E-Klasse,1,0,0,1,0,0,0,0,0,0,0
Spielsystem,1,0,0,1,0,0,0,0,0,0,0
Unitäre Gruppe,1,0,0,0,1,0,0,0,0,0,0
Projektive Ebene,1,0,0,0,1,0,0,0,0,0,0
Stabile Homotopiegruppe,1,0,0,0,1,0,0,0,0,0,0
Zahme Darstellung,1,0,0,0,1,0,0,0,0,0,0
Intervallalgebra,1,0,0,0,1,0,0,0,0,0,0
Nevanlinna-Faktorisierung,1,0,0,0,1,0,0,0,0,0,0
p-adischer Zahlkörper,1,0,0,0,1,0,0,0,0,0,0
Bialgebra,1,0,0,0,1,0,0,0,0,0,0
Weißes Rauschen,1,0,0,0,1,0,0,0,0,0,0
Norm Mathematik,1,0,0,0,1,0,0,0,0,0,0
Primitive Permutationsgruppe,1,0,0,0,1,0,0,0,0,0,0
Auflösbare Gruppe,1,0,0,0,1,0,0,0,0,0,0
Differential-algebraische Gruppe,1,0,0,0,1,0,0,0,0,0,0
Hypergeometrische Verteilung,1,0,0,0,1,0,0,0,0,0,0
Binomialverteilung,1,0,0,0,1,0,0,0,0,0,0
Polynomialverteilung,1,0,0,0,1,0,0,0,0,0,0
Hochdruck-Hochtemperatur-Verfahren,1,0,0,0,1,0,0,0,0,0,0
Nichtstaatliche Einrichtung,1,0,0,1,0,0,0,0,0,0,0
Galvanisches Bad,1,0,0,1,0,0,0,0,0,0,0
Hyperbolischer Differentialoperator,1,0,0,0,1,0,0,0,0,0,0
Birkhoff-Interpolation,1,0,0,0,1,0,0,0,0,0,0
Mehrdimensionale Interpolation,1,0,0,0,1,0,0,0,0,0,0
Abelsche Integralgleichung,1,0,0,0,1,0,0,0,0,0,0
Entscheidungssammlung,1,0,0,1,0,0,0,0,0,0,0
Stochastisches Differentialgleichungssystem,1,0,0,0,1,0,0,0,0,0,0
Paraelektrische Resonanz,1,0,0,0,1,0,0,0,0,0,0
Äußere Atmung,1,0,0,0,1,0,0,0,0,0,0
Bruchteil,1,0,0,0,1,0,0,0,0,0,0
Refraktor,1,0,0,0,1,0,0,0,0,0,0
Sternwarte,1,0,0,0,1,0,0,0,0,0,0
Exchange Server 2000,1,0,0,1,0,0,0,0,0,0,0
Konische Refraktion,1,0,0,0,1,0,0,0,0,0,0
Bibliophilie,1,0,0,0,1,0,0,0,0,0,0
Lie-Halbgruppe,1,0,0,0,1,0,0,0,0,0,0
Dynkin-Graph,1,0,0,0,1,0,0,0,0,0,0
M-Ideal,1,0,0,0,1,0,0,0,0,0,0
